,age,sport_licence,niveau_etude,region,smoker,revenu_estime_mois,situation_familiale,risque_personnel,loyer_mensuel,montant_pret
873,20,non,doctorat,Provence-Alpes-Côte d’Azur,oui,3693,célibataire,0.17,10000.0,15425.10876755011
874,36,oui,bac+2,Auvergne-Rhône-Alpes,oui,500,célibataire,0.08,-18.66,12737.218091515948
875,34,non,bac+2,Île-de-France,non,3770,veuf,0.63,5175.89104031576,24198.55602015513
876,47,oui,bac+2,Hauts-de-France,non,612,veuf,0.19,5175.89104031576,500.0
877,23,non,bac+2,Bretagne,oui,500,veuf,0.61,643.82,500.0
878,58,oui,aucun,Corse,non,991,célibataire,0.8,10000.0,500.0
879,31,non,bac+2,Provence-Alpes-Côte d’Azur,non,3535,marié,0.55,692.43,19835.92539738861
880,53,non,aucun,Bretagne,oui,2076,marié,0.48,5175.89104031576,500.0
881,34,non,master,Provence-Alpes-Côte d’Azur,oui,2018,veuf,0.45,581.42,1836.7844760802927
882,25,oui,aucun,Île-de-France,oui,2383,marié,0.03,5000.0,500.0
883,58,oui,aucun,Provence-Alpes-Côte d’Azur,oui,921,marié,0.04,5175.89104031576,1167.099525275034
884,67,non,doctorat,Hauts-de-France,oui,3214,célibataire,0.74,887.92,11242.995545552798
885,67,oui,master,Corse,non,2323,marié,0.46,5175.89104031576,22338.290912557102
886,28,oui,master,Hauts-de-France,non,4233,divorcé,0.32,10000.0,30444.41752606657
887,73,non,bac,Hauts-de-France,non,2863,marié,0.91,10000.0,500.0
888,75,oui,aucun,Corse,non,2028,divorcé,0.8,5000.0,500.0
889,40,oui,bac+2,Auvergne-Rhône-Alpes,oui,3621,divorcé,0.91,10000.0,500.0
890,33,oui,master,Île-de-France,oui,500,célibataire,0.27,5000.0,7941.080263849743
891,20,oui,aucun,Provence-Alpes-Côte d’Azur,non,2384,marié,0.21,5000.0,18259.874610043164
892,43,oui,bac,Corse,non,937,marié,0.4,5000.0,11155.671648827018
893,19,oui,doctorat,Hauts-de-France,oui,2990,marié,0.62,5175.89104031576,24511.42535744556
894,19,oui,bac+2,Auvergne-Rhône-Alpes,oui,2109,marié,0.81,919.31,15669.04398561741
895,19,non,aucun,Provence-Alpes-Côte d’Azur,non,1811,marié,0.46,10000.0,500.0
896,34,non,aucun,Bretagne,oui,3319,divorcé,0.72,5000.0,500.0
897,59,oui,bac,Provence-Alpes-Côte d’Azur,oui,1982,marié,0.99,5000.0,500.0
898,54,non,master,Hauts-de-France,oui,1185,marié,0.0,5000.0,500.0
899,18,non,master,Auvergne-Rhône-Alpes,oui,2304,marié,0.6,10000.0,18449.42315980984
900,75,oui,bac,Auvergne-Rhône-Alpes,non,3711,marié,0.97,5000.0,23727.3912340518
901,41,oui,bac,Auvergne-Rhône-Alpes,oui,2841,divorcé,0.34,5175.89104031576,500.0
902,50,oui,bac+2,Île-de-France,oui,1399,célibataire,0.11,10000.0,8067.806029332422
903,65,non,aucun,Île-de-France,non,962,marié,0.38,5000.0,500.0
904,33,non,aucun,Occitanie,oui,2701,marié,0.6,1002.95,4822.7471556909
905,23,oui,aucun,Auvergne-Rhône-Alpes,non,2647,marié,0.74,10000.0,500.0
906,48,non,bac,Occitanie,non,1531,veuf,0.91,5175.89104031576,8937.89525243721
907,34,oui,bac+2,Corse,oui,1314,veuf,0.53,5175.89104031576,500.0
908,43,oui,doctorat,Auvergne-Rhône-Alpes,oui,3906,marié,0.13,10000.0,23401.244236439383
909,44,non,master,Corse,non,2701,marié,0.41,5000.0,500.0
910,60,non,bac,Bretagne,non,2940,célibataire,0.88,5000.0,14796.357807131111
911,18,non,aucun,Corse,oui,500,veuf,0.4,5175.89104031576,500.0
912,48,non,master,Île-de-France,non,2894,divorcé,0.66,10000.0,23140.7308451777
913,41,oui,doctorat,Hauts-de-France,oui,1311,divorcé,0.91,5000.0,500.0
914,45,non,bac+2,Provence-Alpes-Côte d’Azur,oui,3267,marié,0.0,10000.0,14074.377466935224
915,28,oui,master,Occitanie,non,1933,marié,0.57,5175.89104031576,23571.148482404995
916,63,oui,aucun,Auvergne-Rhône-Alpes,oui,3131,marié,0.64,5000.0,7014.187179419071
917,56,non,aucun,Normandie,non,4403,marié,0.09,487.52,14994.5795608102
918,65,oui,bac,Corse,non,3754,marié,0.88,5175.89104031576,19334.15534027285
919,43,oui,doctorat,Bretagne,non,4451,divorcé,0.07,465.01,21416.473603610186
920,32,non,master,Corse,non,4587,marié,0.98,5175.89104031576,15410.780096993256
921,29,non,aucun,Occitanie,oui,5272,veuf,0.35,5175.89104031576,3827.557213262908
922,75,oui,doctorat,Occitanie,oui,3626,divorcé,0.46,5000.0,500.0
923,40,oui,aucun,Hauts-de-France,non,914,divorcé,0.38,10000.0,500.0
924,70,non,bac,Auvergne-Rhône-Alpes,non,2326,célibataire,0.13,5175.89104031576,11311.766597335389
925,45,oui,aucun,Île-de-France,non,1978,marié,0.09,10000.0,9116.730177951114
926,53,non,bac+2,Hauts-de-France,non,3685,marié,0.59,10000.0,500.0
927,54,non,bac+2,Provence-Alpes-Côte d’Azur,non,1910,divorcé,0.89,5175.89104031576,7377.783299074361
928,40,oui,master,Auvergne-Rhône-Alpes,oui,2077,divorcé,0.2,5175.89104031576,14249.999087338869
929,59,oui,bac,Provence-Alpes-Côte d’Azur,oui,4734,marié,0.51,5175.89104031576,17625.005304333405
930,20,non,bac,Hauts-de-France,oui,2939,marié,0.3,741.62,500.0
931,49,non,bac+2,Hauts-de-France,oui,4726,divorcé,0.95,5175.89104031576,9102.16224972496
932,74,non,doctorat,Île-de-France,non,3130,veuf,0.26,10000.0,11840.820030828452
933,49,oui,bac,Auvergne-Rhône-Alpes,non,1444,marié,0.56,5000.0,3385.6371225579664
934,43,oui,master,Normandie,non,2075,veuf,0.37,5175.89104031576,32669.937479172346
935,39,oui,doctorat,Corse,non,2713,marié,0.47,5000.0,500.0
936,70,oui,bac,Île-de-France,oui,2427,veuf,0.02,5175.89104031576,17442.43220020994
937,61,non,bac,Provence-Alpes-Côte d’Azur,oui,3928,célibataire,0.28,5000.0,500.0
938,36,oui,aucun,Bretagne,oui,3333,divorcé,0.78,10000.0,7445.877283247973
939,39,non,aucun,Corse,oui,2861,marié,0.14,10000.0,500.0
940,39,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,3189,divorcé,0.59,10000.0,1798.8103112959332
941,48,oui,doctorat,Hauts-de-France,non,2682,divorcé,0.11,10000.0,26379.13982790571
942,73,oui,aucun,Normandie,non,3100,marié,0.1,228.73,500.0
943,38,oui,aucun,Île-de-France,oui,3122,divorcé,0.99,5175.89104031576,500.0
944,42,oui,master,Normandie,oui,2052,divorcé,0.83,743.17,4637.667090328978
945,26,oui,master,Provence-Alpes-Côte d’Azur,oui,2635,divorcé,0.26,5175.89104031576,23976.78489774104
946,46,non,doctorat,Occitanie,oui,3325,marié,0.64,726.55,500.0
947,59,oui,master,Normandie,oui,4873,veuf,0.78,5175.89104031576,23563.724981128857
948,53,oui,bac+2,Provence-Alpes-Côte d’Azur,non,2440,marié,0.87,5000.0,6719.12224337161
949,35,oui,aucun,Auvergne-Rhône-Alpes,non,4282,marié,0.27,405.57,7798.858895084444
950,27,non,master,Normandie,non,2025,veuf,0.98,5000.0,17653.584460874208
951,51,oui,doctorat,Occitanie,oui,1598,divorcé,0.8,10000.0,500.0
952,57,non,master,Occitanie,oui,2287,marié,0.47,5000.0,763.8257882278798
953,71,oui,master,Provence-Alpes-Côte d’Azur,non,2297,marié,0.83,529.67,25690.51083872613
954,45,oui,doctorat,Auvergne-Rhône-Alpes,oui,4059,célibataire,0.4,10000.0,3835.433356742735
955,73,oui,aucun,Auvergne-Rhône-Alpes,oui,1776,veuf,0.87,5175.89104031576,500.0
956,28,non,aucun,Corse,non,3398,veuf,0.7,723.64,500.0
957,50,oui,doctorat,Île-de-France,non,1266,célibataire,0.46,743.07,30725.27708971741
958,36,oui,doctorat,Normandie,non,4098,marié,0.95,5000.0,47474.27221391879
959,71,non,doctorat,Île-de-France,oui,2057,veuf,0.4,10000.0,20743.675272718458
960,31,oui,bac+2,Hauts-de-France,oui,3778,marié,0.36,5000.0,19998.243461066268
961,38,non,bac,Bretagne,non,3345,célibataire,0.9,5000.0,26465.223591017195
962,21,oui,bac+2,Provence-Alpes-Côte d’Azur,non,3219,marié,0.77,5000.0,9980.438077538149
963,28,oui,bac+2,Bretagne,non,2026,marié,0.87,10000.0,6182.241807638127
964,40,non,doctorat,Occitanie,non,1282,veuf,0.21,5175.89104031576,13934.11431858846
965,33,non,doctorat,Occitanie,oui,2257,divorcé,0.38,5000.0,9647.05207576296
966,74,non,bac,Occitanie,oui,505,marié,0.34,5000.0,500.0
967,31,oui,bac+2,Normandie,non,500,veuf,0.84,5000.0,500.0
968,53,non,aucun,Auvergne-Rhône-Alpes,oui,1785,marié,0.74,10000.0,500.0
969,64,non,aucun,Occitanie,non,500,marié,0.36,5000.0,500.0
970,46,oui,bac+2,Normandie,oui,1493,veuf,0.53,10000.0,500.0
971,37,oui,bac+2,Provence-Alpes-Côte d’Azur,non,3362,marié,0.79,5175.89104031576,27973.43076850212
972,49,oui,doctorat,Auvergne-Rhône-Alpes,non,1577,veuf,0.87,5175.89104031576,15566.586750708451
973,32,non,doctorat,Île-de-France,non,2293,marié,0.5,5175.89104031576,27078.054553957616
974,30,oui,master,Auvergne-Rhône-Alpes,non,1577,divorcé,0.15,5175.89104031576,24900.96882567323
975,70,oui,bac+2,Bretagne,non,3366,célibataire,0.87,5175.89104031576,30850.856313728706
976,50,non,aucun,Hauts-de-France,non,2836,veuf,0.11,10000.0,500.0
977,75,oui,bac,Île-de-France,non,575,marié,0.46,5000.0,20715.72786040349
978,60,oui,aucun,Provence-Alpes-Côte d’Azur,oui,1873,célibataire,0.3,5175.89104031576,500.0
979,36,non,bac+2,Auvergne-Rhône-Alpes,non,3348,marié,0.16,1011.34,500.0
980,50,non,aucun,Bretagne,oui,1541,divorcé,0.17,5175.89104031576,500.0
981,28,non,master,Corse,non,2168,veuf,0.41,10000.0,500.0
982,24,oui,aucun,Bretagne,oui,2384,marié,0.73,1160.79,6193.225131406318
983,49,oui,doctorat,Normandie,oui,3969,marié,0.77,10000.0,11578.482361457878
984,34,non,bac,Auvergne-Rhône-Alpes,oui,2108,marié,0.97,433.51,500.0
985,29,oui,doctorat,Corse,non,2485,veuf,0.97,5175.89104031576,500.0
986,40,non,master,Occitanie,non,1285,divorcé,0.82,337.59,500.0
987,45,non,aucun,Hauts-de-France,oui,518,célibataire,0.09,5000.0,500.0
988,58,oui,master,Île-de-France,oui,2554,marié,0.22,5000.0,11301.820807689632
989,40,non,bac+2,Île-de-France,oui,800,veuf,0.47,5000.0,500.0
990,23,oui,bac,Provence-Alpes-Côte d’Azur,non,3694,marié,0.65,10000.0,6441.699232276767
991,32,oui,bac,Occitanie,oui,2493,marié,0.6,10000.0,500.0
992,27,oui,bac+2,Corse,non,1598,veuf,0.83,1235.59,21482.29879770653
993,26,non,bac+2,Auvergne-Rhône-Alpes,non,841,marié,0.45,5000.0,20631.732773372485
994,67,non,bac,Île-de-France,oui,2211,divorcé,0.11,10000.0,500.0
995,69,non,aucun,Corse,non,5660,marié,0.01,567.52,1817.867190887964
996,47,non,aucun,Provence-Alpes-Côte d’Azur,oui,1613,divorcé,0.18,10000.0,500.0
997,54,non,bac+2,Île-de-France,non,500,divorcé,0.73,5175.89104031576,500.0
998,42,non,bac,Provence-Alpes-Côte d’Azur,non,2651,marié,0.75,10000.0,8180.277514679585
999,24,non,master,Provence-Alpes-Côte d’Azur,non,920,marié,0.08,10000.0,500.0
1000,18,non,bac,Normandie,oui,2187,célibataire,0.91,10000.0,629.0174592264733
1001,24,non,aucun,Hauts-de-France,non,2856,marié,0.8,5000.0,1958.5691665117863
1002,54,non,aucun,Hauts-de-France,non,2395,veuf,0.21,10000.0,4276.50079142882
1003,51,oui,doctorat,Corse,oui,500,marié,0.5,5175.89104031576,500.0
1004,59,oui,bac,Auvergne-Rhône-Alpes,non,2162,marié,0.11,10000.0,25524.411122209836
1005,71,non,bac,Hauts-de-France,non,500,marié,0.39,873.78,500.0
1006,65,oui,bac,Île-de-France,non,500,marié,0.28,777.82,500.0
1007,22,non,aucun,Normandie,oui,1985,célibataire,0.75,5175.89104031576,500.0
1008,48,non,doctorat,Corse,non,1165,marié,0.09,10000.0,500.0
1009,28,oui,doctorat,Hauts-de-France,oui,3788,veuf,0.99,10000.0,27187.825055741905
1010,42,non,bac,Provence-Alpes-Côte d’Azur,oui,2368,marié,0.01,5175.89104031576,3095.6058161162705
1011,35,non,bac+2,Hauts-de-France,non,1106,marié,0.67,5175.89104031576,14892.129695892656
1012,38,non,master,Corse,non,2841,marié,0.05,10000.0,22022.17102340588
1013,72,oui,bac+2,Normandie,non,2373,marié,0.61,5175.89104031576,1598.5573296252444
1014,71,non,bac,Provence-Alpes-Côte d’Azur,oui,2290,célibataire,0.41,1211.84,11417.686003789931
1015,27,oui,bac+2,Occitanie,oui,1142,divorcé,0.86,5000.0,500.0
1016,53,oui,bac+2,Île-de-France,non,1293,célibataire,0.24,10000.0,17767.617120803876
1017,31,non,aucun,Hauts-de-France,oui,1627,divorcé,0.71,5175.89104031576,500.0
1018,62,oui,aucun,Bretagne,non,3329,veuf,0.28,10000.0,500.0
1019,25,non,master,Île-de-France,oui,2574,veuf,0.74,10000.0,500.0
1020,68,oui,master,Normandie,non,2206,célibataire,0.13,5175.89104031576,27971.661874715537
1021,41,oui,bac+2,Bretagne,non,500,marié,0.57,1040.2,22381.74034178567
1022,70,oui,bac,Normandie,oui,1988,marié,0.36,5000.0,500.0
1023,19,non,aucun,Bretagne,oui,1424,marié,0.18,5175.89104031576,500.0
1024,31,oui,bac+2,Hauts-de-France,oui,3261,marié,1.0,812.92,15009.266566119604
1025,69,oui,master,Occitanie,oui,4380,célibataire,0.41,776.91,2567.77199802696
1026,28,oui,bac+2,Corse,oui,2906,marié,0.17,602.57,500.0
1027,55,oui,master,Normandie,non,2919,célibataire,0.11,5000.0,25162.12457911411
1028,52,non,aucun,Hauts-de-France,oui,2435,marié,0.67,5175.89104031576,500.0
1029,43,non,doctorat,Occitanie,non,2100,veuf,0.05,10000.0,23470.26525443351
1030,57,oui,master,Provence-Alpes-Côte d’Azur,oui,2849,marié,0.09,10000.0,25262.999727345657
1031,67,non,doctorat,Hauts-de-France,non,2990,marié,0.98,5000.0,8543.009391045001
1032,56,non,aucun,Hauts-de-France,non,1562,veuf,0.81,10000.0,500.0
1033,48,oui,bac,Hauts-de-France,non,2487,divorcé,0.59,270.49,4617.462855473694
1034,46,non,bac,Occitanie,oui,865,divorcé,0.32,798.92,500.0
1035,38,non,doctorat,Occitanie,oui,2496,marié,0.22,5175.89104031576,500.0
1036,61,non,aucun,Auvergne-Rhône-Alpes,oui,3414,veuf,0.36,879.07,500.0
1037,44,non,aucun,Bretagne,non,832,célibataire,0.64,5000.0,500.0
1038,24,oui,aucun,Corse,oui,1369,veuf,0.23,5175.89104031576,500.0
1039,73,oui,bac+2,Auvergne-Rhône-Alpes,non,3339,célibataire,0.27,584.67,28568.46307002997
1040,53,oui,bac,Normandie,oui,2849,marié,0.12,10000.0,500.0
1041,60,oui,doctorat,Corse,oui,2984,marié,0.57,10000.0,500.0
1042,74,oui,master,Île-de-France,non,3926,divorcé,0.55,1243.95,9279.622260921173
1043,57,oui,bac+2,Provence-Alpes-Côte d’Azur,non,2839,marié,0.55,922.33,500.0
1044,26,oui,bac,Normandie,oui,3096,célibataire,1.0,5000.0,500.0
1045,39,oui,aucun,Bretagne,non,1543,marié,0.11,10000.0,9974.5385387336
1046,19,non,aucun,Provence-Alpes-Côte d’Azur,non,1993,divorcé,0.18,586.99,500.0
1047,28,oui,bac,Île-de-France,oui,3745,célibataire,0.83,10000.0,500.0
1048,18,non,master,Provence-Alpes-Côte d’Azur,oui,3688,marié,0.8,5000.0,500.0
1049,57,oui,bac,Normandie,oui,2507,célibataire,0.11,5000.0,13941.527954181993
1050,74,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,2694,marié,0.99,5000.0,14236.835513896362
1051,18,non,doctorat,Bretagne,non,1963,marié,0.46,639.77,13546.94566728572
1052,63,non,doctorat,Occitanie,non,2037,marié,0.19,5000.0,19778.35539078744
1053,64,oui,bac+2,Île-de-France,oui,1053,célibataire,0.98,5175.89104031576,17654.56282008825
1054,57,oui,bac+2,Île-de-France,oui,2298,marié,0.7,690.49,11421.443462561296
1055,28,oui,bac+2,Corse,oui,2529,marié,0.95,10000.0,500.0
1056,61,non,aucun,Hauts-de-France,oui,2828,marié,0.35,5175.89104031576,500.0
1057,61,oui,doctorat,Auvergne-Rhône-Alpes,oui,1380,marié,0.51,5175.89104031576,21644.832592698243
1058,46,oui,master,Auvergne-Rhône-Alpes,oui,1998,marié,0.56,5175.89104031576,500.0
1059,23,non,aucun,Bretagne,non,1131,marié,0.13,5175.89104031576,18435.404174632757
1060,43,oui,doctorat,Bretagne,non,1625,divorcé,0.73,5000.0,21236.88883013472
1061,65,non,aucun,Hauts-de-France,non,4146,marié,0.7,5175.89104031576,500.0
1062,42,oui,master,Normandie,oui,3833,veuf,0.15,5175.89104031576,17664.586088599888
1063,70,non,bac,Occitanie,non,1844,marié,0.24,5000.0,8116.3580936528115
1064,75,oui,aucun,Occitanie,oui,5209,divorcé,0.91,1104.31,12083.48293955499
1065,64,non,bac,Hauts-de-France,non,811,marié,0.43,10000.0,500.0
1066,73,non,master,Île-de-France,oui,1274,marié,0.95,5175.89104031576,16091.874500371972
1067,56,oui,bac+2,Occitanie,oui,3712,divorcé,0.31,10000.0,10815.09158862328
1068,75,non,bac,Hauts-de-France,oui,2085,marié,0.72,10000.0,750.1675818274242
1069,73,non,bac+2,Hauts-de-France,non,4991,marié,0.2,10000.0,500.0
1070,55,oui,master,Corse,oui,3565,célibataire,0.65,5175.89104031576,21054.2584713225
1071,33,oui,master,Bretagne,non,2396,divorcé,0.19,5175.89104031576,27795.93468969328
1072,58,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,2941,marié,0.79,5000.0,500.0
1073,31,oui,aucun,Île-de-France,non,2231,divorcé,0.12,5175.89104031576,500.0
1074,53,non,aucun,Normandie,non,2898,veuf,0.16,474.01,12790.98416367052
1075,58,non,doctorat,Normandie,oui,1740,divorcé,0.52,10000.0,3090.4762809527265
1076,68,non,master,Hauts-de-France,non,3777,célibataire,0.23,10000.0,29174.700527737616
1077,73,oui,aucun,Auvergne-Rhône-Alpes,oui,2846,célibataire,0.78,5175.89104031576,500.0
1078,39,oui,aucun,Hauts-de-France,oui,1898,divorcé,0.3,5175.89104031576,500.0
1079,68,non,master,Normandie,oui,2437,marié,0.66,5175.89104031576,10942.245205344045
1080,75,oui,aucun,Occitanie,oui,4186,marié,0.35,10000.0,500.0
1081,30,oui,doctorat,Provence-Alpes-Côte d’Azur,non,544,célibataire,0.17,5175.89104031576,22239.179681936534
1082,48,oui,master,Provence-Alpes-Côte d’Azur,oui,897,marié,0.89,10000.0,16726.831019614572
1083,29,non,bac,Provence-Alpes-Côte d’Azur,non,4621,veuf,0.75,10000.0,5733.19825457975
1084,66,non,aucun,Occitanie,non,663,célibataire,0.46,5000.0,500.0
1085,32,non,doctorat,Occitanie,oui,3792,marié,0.81,819.34,18379.00811212305
1086,34,non,master,Hauts-de-France,oui,2226,veuf,0.22,5000.0,10040.154450939635
1087,50,oui,bac,Bretagne,oui,4524,divorcé,0.62,5000.0,500.0
1088,63,non,bac+2,Auvergne-Rhône-Alpes,oui,4871,marié,0.89,1151.41,6243.156103406034
1089,67,oui,doctorat,Normandie,oui,1914,marié,0.82,5000.0,13327.738472695168
1090,50,non,doctorat,Bretagne,oui,2638,marié,0.77,5000.0,23261.21905705174
1091,72,non,master,Île-de-France,oui,2325,veuf,0.57,10000.0,8479.067679026146
1092,34,non,doctorat,Hauts-de-France,oui,3610,marié,0.08,5175.89104031576,500.0
1093,52,non,master,Hauts-de-France,oui,3185,marié,0.23,10000.0,8335.243488615195
1094,24,oui,doctorat,Corse,oui,3430,veuf,0.01,1155.06,11621.885561278505
1095,54,oui,bac,Normandie,non,2525,marié,0.69,525.45,500.0
1096,65,oui,master,Normandie,non,3249,veuf,0.37,5175.89104031576,33199.35478748699
1097,49,non,aucun,Corse,oui,860,marié,0.21,5000.0,500.0
1098,44,oui,master,Corse,non,1994,célibataire,0.83,420.6,500.0
1099,55,oui,aucun,Provence-Alpes-Côte d’Azur,oui,2311,célibataire,0.16,5175.89104031576,7795.509684423933
1100,61,non,master,Provence-Alpes-Côte d’Azur,non,2264,célibataire,0.28,5175.89104031576,24271.219189403848
1101,68,non,bac+2,Hauts-de-France,non,4313,divorcé,0.34,5000.0,21451.05492936465
1102,18,non,aucun,Occitanie,oui,2534,célibataire,0.51,5175.89104031576,500.0
1103,53,non,aucun,Auvergne-Rhône-Alpes,non,2810,marié,0.64,10000.0,500.0
1104,40,oui,aucun,Corse,oui,2133,marié,0.56,1097.34,500.0
1105,62,oui,aucun,Corse,non,689,célibataire,0.59,10000.0,500.0
1106,37,oui,master,Île-de-France,non,513,veuf,0.23,10000.0,38745.50180230162
1107,74,oui,doctorat,Île-de-France,oui,3637,marié,0.7,5175.89104031576,38222.79026525704
1108,57,oui,master,Normandie,non,4345,marié,0.51,680.27,19357.322553038
1109,44,oui,doctorat,Auvergne-Rhône-Alpes,non,4022,marié,0.17,934.09,33552.64605500877
1110,65,oui,bac,Normandie,non,1841,marié,0.38,5000.0,500.0
1111,50,oui,aucun,Occitanie,oui,2142,marié,0.18,5175.89104031576,500.0
1112,52,non,aucun,Occitanie,oui,1111,marié,0.95,10000.0,500.0
1113,27,oui,aucun,Hauts-de-France,non,1801,célibataire,0.44,714.94,500.0
1114,39,non,doctorat,Bretagne,non,4471,marié,0.43,5000.0,16199.551633671726
1115,38,non,master,Corse,oui,1760,marié,0.93,868.51,500.0
1116,69,oui,bac,Normandie,oui,2060,divorcé,0.37,10000.0,3098.309380969443
1117,27,oui,bac,Bretagne,oui,3212,veuf,0.86,10000.0,500.0
1118,74,non,bac,Provence-Alpes-Côte d’Azur,non,3136,marié,0.62,5000.0,23950.74207967979
1119,48,non,bac+2,Bretagne,non,3093,marié,0.6,10000.0,500.0
1120,69,non,bac+2,Occitanie,oui,5023,marié,0.93,1676.97,14900.431901911126
1121,61,non,bac,Corse,non,1343,veuf,0.25,870.92,500.0
1122,74,non,aucun,Île-de-France,non,3049,marié,0.99,10000.0,500.0
1123,58,oui,doctorat,Normandie,non,3277,marié,0.85,10000.0,500.0
1124,31,non,master,Corse,non,2429,marié,0.25,5175.89104031576,2445.012805046136
1125,70,oui,master,Normandie,oui,3980,veuf,0.11,5175.89104031576,5577.44856930656
1126,18,non,doctorat,Corse,non,1708,marié,0.2,5175.89104031576,9625.845574796664
1127,18,non,doctorat,Hauts-de-France,non,2234,divorcé,0.65,5000.0,10561.932639484903
1128,51,non,doctorat,Hauts-de-France,non,1825,célibataire,0.39,10000.0,500.0
1129,52,oui,aucun,Hauts-de-France,oui,2293,veuf,0.07,5175.89104031576,500.0
1130,34,oui,master,Provence-Alpes-Côte d’Azur,oui,3285,divorcé,0.15,10000.0,500.0
1131,27,oui,doctorat,Normandie,non,2465,veuf,0.69,5000.0,36102.58761325516
1132,35,non,bac+2,Corse,non,4684,marié,0.01,10000.0,500.0
1133,60,non,bac,Hauts-de-France,oui,2370,veuf,0.92,5000.0,500.0
1134,32,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,1719,divorcé,0.2,5000.0,500.0
1135,72,oui,doctorat,Corse,non,2425,marié,0.51,10000.0,500.0
1136,27,oui,aucun,Bretagne,non,1684,marié,0.97,1002.84,10842.751846690668
1137,18,oui,bac+2,Corse,oui,1911,marié,0.24,5175.89104031576,5572.278397167314
1138,45,non,master,Île-de-France,oui,2748,marié,0.59,5000.0,7728.598329102197
1139,35,oui,bac,Île-de-France,oui,3421,veuf,0.63,5175.89104031576,15212.024253129037
1140,41,oui,bac,Île-de-France,non,1512,veuf,0.81,920.29,15637.931483116514
1141,38,non,bac+2,Auvergne-Rhône-Alpes,non,3577,veuf,0.26,5175.89104031576,500.0
1142,48,oui,aucun,Occitanie,non,2123,marié,0.95,10000.0,11338.94080242258
1143,41,non,bac+2,Hauts-de-France,oui,2511,veuf,0.24,1220.28,500.0
1144,50,oui,bac+2,Occitanie,non,4178,marié,0.06,5000.0,38786.02258457793
1145,24,non,aucun,Occitanie,non,500,marié,0.91,293.04,500.0
1146,43,oui,doctorat,Hauts-de-France,non,3750,veuf,1.0,5175.89104031576,39785.56579751289
1147,52,oui,bac,Provence-Alpes-Côte d’Azur,oui,2602,célibataire,0.14,5175.89104031576,500.0
1148,35,oui,master,Corse,non,4123,divorcé,0.79,479.97,5495.968669607365
1149,69,non,master,Auvergne-Rhône-Alpes,non,3860,célibataire,0.19,5175.89104031576,500.0
1150,26,non,master,Occitanie,non,3615,veuf,0.35,5000.0,500.0
1151,24,non,bac+2,Auvergne-Rhône-Alpes,non,3699,divorcé,0.59,5175.89104031576,500.0
1152,49,oui,bac+2,Île-de-France,oui,2690,divorcé,1.0,10000.0,9525.421301036306
1153,47,oui,bac+2,Bretagne,oui,1242,divorcé,0.13,717.85,4745.13568428232
1154,39,oui,bac+2,Occitanie,oui,2204,veuf,0.98,5175.89104031576,500.0
1155,65,non,bac,Occitanie,oui,2309,veuf,0.36,10000.0,6824.706236121776
1156,73,non,master,Hauts-de-France,non,3407,célibataire,0.56,10000.0,500.0
1157,50,non,aucun,Normandie,non,1217,célibataire,0.64,5000.0,500.0
1158,37,non,doctorat,Corse,oui,2021,célibataire,0.81,5000.0,500.0
1159,34,non,doctorat,Normandie,oui,4552,divorcé,0.84,10000.0,500.0
1160,54,oui,bac+2,Île-de-France,non,813,marié,0.99,687.0,25570.47119564551
1161,74,non,aucun,Hauts-de-France,non,4111,marié,0.64,10000.0,500.0
1162,66,oui,bac,Occitanie,non,1216,veuf,0.45,10000.0,500.0
1163,49,oui,master,Corse,non,1827,marié,0.78,1154.7,4638.975587629052
1164,24,oui,bac+2,Normandie,non,3352,veuf,0.12,5175.89104031576,27056.669054141723
1165,35,oui,master,Provence-Alpes-Côte d’Azur,oui,2096,marié,0.95,942.03,11631.378311895272
1166,40,oui,bac,Bretagne,non,3473,marié,0.32,10000.0,20941.35533451329
1167,61,oui,doctorat,Bretagne,oui,4254,célibataire,0.49,10000.0,24459.4745517227
1168,23,non,doctorat,Hauts-de-France,non,5268,marié,0.0,5175.89104031576,28187.94843743599
1169,43,oui,master,Normandie,non,3168,marié,0.96,5000.0,20369.88983084691
1170,51,non,bac,Auvergne-Rhône-Alpes,non,2685,marié,0.44,5175.89104031576,16476.89500268288
1171,73,oui,bac,Normandie,non,3165,divorcé,0.45,10000.0,20304.149653791694
1172,21,oui,aucun,Occitanie,non,1952,célibataire,0.13,5000.0,9149.713737992504
1173,45,non,master,Auvergne-Rhône-Alpes,non,2097,divorcé,0.43,10000.0,9063.992193063728
1174,53,oui,aucun,Auvergne-Rhône-Alpes,non,2518,marié,0.9,5000.0,10297.861578973992
1175,26,non,bac+2,Île-de-France,oui,3112,divorcé,1.0,457.4,500.0
1176,45,oui,bac,Hauts-de-France,oui,3268,marié,0.37,1070.89,500.0
1177,63,non,master,Corse,non,1675,marié,0.03,5000.0,2415.4318353413337
1178,54,oui,master,Bretagne,oui,3828,divorcé,0.51,5175.89104031576,4929.495735749877
1179,58,non,doctorat,Corse,non,3003,célibataire,0.87,10000.0,500.0
1180,39,oui,aucun,Hauts-de-France,non,3005,veuf,0.63,10000.0,11994.155565786166
1181,67,oui,bac+2,Normandie,oui,743,marié,0.06,457.08,13420.837009444647
